#separator:Comma
#html:false
#guid column:4
expression,reading,meaning,guid
刺す,さす,"Sting, bite, prick, stab",Wg8ZO5ohxK1Bt52SRycz
軍,ぐん,Army,Wnodk3MXDDemUlFtMvMj
真似,まね,"mimicry, imitation, behavior",WsmZmEM37JNY7BdE763x
話し合う,はなしあう,"Discuss, talk together",WuPorai3QrgmUXlEvLTz
ベルト,ベルト,Belt,X3ogi09xmSEVSrfekACN
なぜなら,なぜなら,Because,X6EKPSNJnOioklZasklv
直,じき,"Immediately, soon, shortly",X6vxqxvRrrkUAcGuu11z
場,ば,"Place, field",X9Pr80ri66cBf9mAI5L7
検討,けんとう,"Consideration, examination, investigation",XAPA0WBAEe1TnMnEhu9X
欠く,かく,"lack, crack",XBMxJ9OX4UOeLF7DqZR7
万一,まんいち,"by some chance, if by any chance",XDGhroLbLjtW2ZPlfQ92
振る,ふる,"wave, shake; sprinkle; cast",XEEUNF0DYttpog4jjfl9
回復,かいふく,"Recovery, Rehabilitation, Restoration",XF5tBkSqLRSLTVvKWYCN
訓,くん,Kun-reading,XF7hqaGhSQNseJYYxgXr
叫ぶ,さけぶ,"Shout, cry",XFa5yFbarEBSYHJXvzLq
見事,みごと,"Splendid, magnificent",XGrfXtlHw4TGZOIlfJdL
最高,さいこう,"Highest, supreme, the most",XK2T60q2gUkAuW1uORcQ
支配,しはい,"Control, rule, direction",XLHxSQH5tTQU1CUSufAB
影響,えいきょう,"influence, effect",XOMnGmbIu9tgIc1iWHXr
バッグ,バッグ,Bag,XOqvriajWJv1zOsi8gWb
課題,かだい,"Subject, theme, task",XPCtZXU5f6xR3UWqLBH1
ジュース,ジュース,Juice,XPlG3i5SWOfLU33dffRM
物事,ものごと,"Things, everything",XPz9ZtcIuH11aKgnAkZn
期間,きかん,"Period, term",XRGlJoAETpstm3qVFG9h
積む,つむ,"Pile up, stack",XSBXMU5nbrVB24xdCWQy
姓,せい,Surname,XTQwDJB2c74hv2DYEDjl
要素,ようそ,element,XYXRhYfneamu48iDiPCh
溜まる,たまる,Accumulate,XYw2xnpnmixRpAbDNYie
気候,きこう,climate,XZF5zlh3qHCvNueKfq6Z
永遠,えいえん,Eternity,XdWQ1iUL1X87dOK7Fxt0
知らせ,しらせ,Notice,XdXIeaGsPINxyU2lTQZj
碗,わん,Bowl,Xe9DiSWcd1BsJloOrAc6
恩,おん,"Favor, obligation, debt of gratitude",Xepzu4spXxr2ZDiVlrwC
小,しょう,Small,XfRl5lhAVbNNIzc3DmMy
請求,せいきゅう,"Claim, demand, request",XfnyXjRjFuPogXEfky5X
牛,うし,Cattle / Cow,XgeOtbyORy8TYF5akehF
急速,きゅうそく,Rapid,XhHGYhVgEBFrWnKgiRwQ
トン,トン,Ton,XifnYS0ak14bxHSZ1C3r
記者,きしゃ,Reporter,Xj0hMXYieOVEf4JHKLNg
疲れ,つかれ,"tiredness, fatigue",Xjl1dzAOq35dQx9cSfET
際,さい,"Occasion, circumstance",XnsAa5vqnz56xL5Kup6E
常に,つねに,Always,Xo0W9yjRsh04vfACihQ3
分析,ぶんせき,analysis,XqRvkRLLJqWfp3cy4fbR
重体,じゅうたい,"Serious condition, critical state",XsCUD78Wlwaa80gK2Ebg
付ける,つける,"attach, join, add",XtDvbBzLqxeWBpOUZnxg
足袋,たび,Tabi socks,XuEVkzcu3v283z2p5HWP
税金,ぜいきん,"tax, duty",XwQpID2ARKvGpgQTiH6M
含む,ふくむ,"Contain, include",Y1PJ1WLfmyf1rEj06Jzz
計算,けいさん,"calculation, reckoning",Y2tov7gZCJ4A7tIaihBE
炒める,いためる,Stir-fry,Y48znbaUDwgLaYA4ABwm
休憩,きゅうけい,"Rest, break, intermission",Y4lIio5i11blVBLH4B1o
放す,はなす,"Release, let go",Y6P9CJYrs5uBcawUgkEL
流れ,ながれ,"Stream, current",Y70zmgERoRFrgEfK9Tgx
地区,ちく,"District, section",Y8tYrDa6BTAjSVKsvMyY
スタンド,スタンド,Stand,Y9dpZc7kIaz6k7eqRZc2
昨,さく,"Yesterday, last",YCjEhjlYWknD7b9GnNpI
契約,けいやく,"Contract, Agreement",YEPwIJWZ1vE48o2L3x9B
犯人,はんにん,"culprit, offender",YFWmdbSJZSknGzZblTCD
喜び,よろこび,"Joy, pleasure, rejoicing",YIcjxfGk1YGhPiV08SPV
従う,したがう,"obey, abide by",YJtSfAxTdjlEe7TgYncW
職業,しょくぎょう,"Occupation, business",YPacYMXnlvBIM6EJe54z
結果,けっか,"result, consequence",YSzdttlDE9B80TC2Ua9E
大気,たいき,Atmosphere,YXArYLCiKJfFaldcHOmV
象,ぞう,Elephant,YYlBs2WdqX2Sqdp5uxbb
収穫,しゅうかく,Harvest,YZSf6zlaxz129LUaJGHI
性格,せいかく,"character, personality",Ya8DlOzdcZvh4pO4eWu6
構成,こうせい,"organization, composition",YbO3JUfl75IRACaHY50Y
辞める,やめる,retire,YcWMERAxLMhHQDTg2TYJ
人生,じんせい,life,YcklxC9wviqIssRHFUZj
参加,さんか,Participation,YdMVOLPngGF1TFbwB1GO
試す,ためす,"Attempt, test",YgTFMVhxNYwTM6eXw1F3
途端,とたん,Just the moment,YhFSup04ZSSidFdBuSg5
軒,のき,Eaves,YmaHpXCh58bFpTkQyVDC
当り,あたり,"Success, hit",YpzioKYhhhN1LZyRsECI
ちょうだい,ちょうだい,Please,YtpCU7OKcccsB8Xllv8x
爆発,ばくはつ,Explosion,YuNs5NOQvz9B5D7WnYxW
ミルク,ミルク,Milk,Yvv9R2kO9rHIps6mYVE2
不可,ふか,"Impossible, bad, or wrong",YwxgIf889FhorQlGMC5O
一家,いっか,Family,Z2oF6m8ReZ3fjAjTvQJK
評判,ひょうばん,Reputation,Z323W0nc6S4SX5B5yPlU
販売,はんばい,"sale, selling",Z4Z69llvG02hroiK4OAF
等しい,ひとしい,equal,Z88xQOLA5HC41gTaqgsV
脂肪,しぼう,Fat,ZBO1wzHxMdCzfHNdAvZP
エネルギー,エネルギー,Energy,ZCZp4MR8GXqMr9VoaY90
測る,はかる,"Measure, weigh, survey",ZG6Gn5e2S4O5Az1V5Bcz
面,めん,"Face, mug, surface, side, facet, corner, page",ZHqJwuVnq306uAI7LzIR
明かり,あかり,Light,ZI0zVFSSCWIVemuxZ4FJ
仕様,しよう,Specification,ZN6tfzAgK2ff7rqxTNK0
ぶつかる,ぶつかる,collide with,ZOryyoyeWg2NccNTRE0U
触れる,ふれる,"touch, feel, violate",ZPIEZWps7fubkFCbiM9K
碑,ひ,Stone monument,ZQknW3DVpXCIi4peFIt1
平等,びょうどう,"Equality, impartiality, evenness",ZSMVApdqtQKVq656CTVb
悩む,なやむ,"agonize, be troubled",ZUK1rSUIsDlKQeghRjsT
丸,まる,"Circle, full",ZUdiAsfJvV7VjJN3l6IV
下り,くだり,Down-train,ZYiYPx0YAPsKGt6BXjbg
家事,かじ,Housework,ZcA6a9QiaREKklzrJGM5
羽根,はね,Feather,ZdFehix8gJA51p0Jk32h
四,よん,Four,ZeDYQWkDfPjxVcU079hO
交じる,まじる,"to mix, to mingle",ZeuojkVoEvHvVCIL36ot
普段,ふだん,"Usually, ordinarily",ZhKLtNSKPFMbUnRYHM6D
散らす,ちらす,"Scatter, disperse, distribute",ZlgRChdBXb6kylWnH14S
基づく,もとづく,be based on,ZosFRpwA8aJUoN7fNScV
手術,しゅじゅつ,Surgical operation,ZpP28Y8O9VwWj10Z4Os1
避ける,よける,"avoid, avert",ZpxIaHjKYzhn2tkvEmEB
興奮,こうふん,"Excitement, stimulation",ZtF2upgWK422V0Rx9VbC
汚す,よごす,"Pollute, make dirty",ZtMTkObKR8lCswKyFhhn
休暇,きゅうか,"Vacation, holiday, day off",Zvt7eJ4Ab7cWEMiuqggG
化学,かがく,Chemistry,Zz8tO6VjpiOAq9ytBvzF
憲法,けんぽう,Constitution,a2MJnfn1Bi6uXyk9ZJj2
前者,ぜんしゃ,the former,a3vCgedFWhY4ZhC1u4cE
食品,しょくひん,foodstuff,a6lzUe5W7ceiZahhVvqx
航空,こうくう,aviation,a9eUHt4pGtZmFjlxPC2X
占める,しめる,"occupy, account for",aA7l0vu1imgGinLzR58k
書物,しょもつ,books,aAOQQO17yIy16VgLO8Or
翼,つばさ,wings,aD1tJOmNYPtNWZwZgdLj
駆ける,かける,Run,aEwvVqkEuYybQqerZfJS
語る,かたる,"talk, tell, recite",aIxmQOzPBXQX7BdpeajB
～敗,はい,"defeat, loss",aJl2rDTF9lQHEdDuveLn
ダイヤ,ダイヤ,Timetable,aO0LvrOtu0my10oiRzcD
似合う,にあう,"to suit, to match, becomes",aQRibKynxpdoYzHAylnt
情,じょう,"Emotion, feeling, passion",aQu5aZ0NXwJ9usOT9vi0
非常,ひじょう,"Emergency, extraordinary, unusual",aRZfaW3zBSBhhpv9sCHs
酔う,よう,get drunk,aViNHNdMHRxKlEhmGwU6
底,そこ,"bottom, sole",aVvjunQxidwd4We38MEi
丘陵,きゅうりょう,Hills,aZ24NzDo9CFqqinJiaK9
栄養,えいよう,"nutrition, nourishment",aZ44zagQk6CkSx30EdZE
四角,しかく,Square,aZV3UanHQcbCmeKJ48Rw
教授,きょうじゅ,"Professor, instruction",aZoc7hNNaLxqjHtc3Evz
生る,なる,bear fruit,acrY3BUB12l2964FCS8O
ロケット,ロケット,"Locket, Rocket",agLGHOHMCK6sc5WfpnLa
労働,ろうどう,"Labor, Work",agmIW7L6OinFyQWTKwNH
集まり,あつまり,"gathering, meeting, collection",ajL88WoKDeaWIV1pN4Lc
寮,りょう,Dormitory,aoOURHnXxLcPX9fu7g48
上,かみ,"Above, up, top",aphQdlslhx5fOeuyq0ox
友好,ゆうこう,Friendship,avZnnLXArsfeSciAu9uk
真剣,しんけん,"seriousness, earnestness",awciu5pRKBgucbi4u0Ic
留める,とめる,"Fasten, turn off, detain",axuZARzHYaKX2x80iEBs
ノック,ノック,"Knock, fungo",b59fWGwtcj6GWXcYwGv0
詰める,つめる,"pack, shorten, work out",b8ULFWwjQDTHa7XQUeFL
強盗,ごうとう,"Robbery, burglary",bA8l3d3sExMiRny6myx0
雇う,やとう,employ or hire,bAZo3Qk70QBF4pYXqMjC
少しも,すこしも,not a bit,bD1np2w2JlWEe3cZVD1x
只,ただ,"Free, mere, only",bES3tbiplUafGzimkMF0
ぼんやり,ぼんやり,"dim, faint, vague",bFS5Ei3xpMXAJ5rVceH5
清潔,せいけつ,Clean,bFXBipvcMUD4DgR3pWD9
使用,しよう,"Use, application, employment, utilization",bHXMLv9pzg7qa7SU57wv
賞,しょう,"Prize, award",bHuUYCCI1n5IOySu9Qc3
家賃,やちん,Rent,bKoUlsvpzx4aFiRZrfXs
企業,きぎょう,"Enterprise, business, corporation",bMREg1N6soxJFrlxw42I
あるいは,あるいは,"or, perhaps",bOtPDy63MhiLMi9AG7wg
許可,きょか,"Permission, Approval",bP4J2JIBjxKhRidNt0UN
特徴,とくちょう,characteristic / feature / trait,bPLucVeqnrE3VMECMaBA
押える,おさえる,"Press down, restrain",bQ8987BCleSYrW86O4k0
さっぱり,さっぱり,"Refreshed, neat",bQHYDktEd8EsCM7gYsgo
現す,あらわす,reveal,bQWlq91NPyq1hcWOiqnI
過ごす,すごす,"pass, spend",bR3OuoBi6niz7f4lYDC2
不幸,ふこう,"Unhappiness, sorrow, misfortune",bRzbOXI3RHeI0qdDy0qi
始まり,はじまり,"Beginning, origin",bTHyUy65Ct4RUPweaC6G
国籍,こくせき,Nationality,bTeBa3BvE4eMcHnUlX2z
高速,こうそく,"High speed, High gear",bWvYgksJcxToRmDcB8nN
記入,きにゅう,"Entry, filling in",bYJmK9VGQPOXcFLBN2IW
チャンス,チャンス,Chance,bYjg79ahJ9AejLBdANjT
加減,かげん,"Adjustment, addition and subtraction",ba0sns3EyZ3BNf1ls2gT
母親,ははおや,mother,bbGCMjrZk1kyoIcpzKxW
パーセント,パーセント,percent,bbjEf3QsNAXkZHjA0ThN
現れる,あらわれる,"appear, become visible, express",bcWtTotlyaJgFnLgt3mQ
印刷,いんさつ,Printing,bdBKLhasFCkyfiAfHclp
本当,ほんと,"True, Real",beR1Ol7e7Ee7V11BUcGr
至る,いたる,"Arrive, reach",beytJ9IJKUx1qXl3AwfD
悪口,わるくち,"Abuse, insult",bhxNVUi6ZDv4aOnBWAsz
適度,てきど,Moderate,bmQEg2l3RXlSHbog68na
商売,しょうばい,"Trade, business, commerce",bnI6NVpNqIfOBaihfDAD
磁気,じき,Magnetism,bp4fbpAA0500ygZJ8HK2
同時,どうじ,Simultaneous,bpmUXLPn6crNoZxmEU4O
対する,たいする,"Face, confront, oppose",bqvw9uo9aEkFjnctd53F
冗談,じょうだん,Joke,bsGnWT9vuZYvvpn3rmtj
想像,そうぞう,"Imagination, guess",bsVsbTLatvyMJiCliaKQ
黙る,だまる,Be silent,bsmyxVfivsk5pSgdaY47
咳,せき,Cough,buTpD26EmvXBQDtb5Bzc
頬,ほほ,Cheek,buin2g34IUFZrGhtmfb4
群,ぐん,Group,bupx1X8EHhXX17msAX3Q
仲,なか,Relationship,c3AAfRh3FFGhMjOqF2g3
伸びる,のびる,"extend, make progress, grow",c6Evbq7iXUlBzL3gSnIb
議長,ぎちょう,Chairman,c7mu0LEsOS90TP7JwamQ
学問,がくもん,"Scholarship, study, learning",cBZ8kW5xM2bgLFNSkk0A
スタイル,スタイル,Style,cBxkekQbo3AU9xXbC67T
傷める,いためる,"Damage, impair, spoil",cCPrYns9pPQuZXE999BN
比較,ひかく,Comparison,cEFEJfpFpAxDl0onASJE
本物,ほんもの,Genuine article,cEzxEZRdmN15b0PxCKsT
デザート,デザート,Dessert,cInQEA8FsTc5U3VAr0Dr
種,しゅ,"Seed, material, cause",cJ9nmFaqpNesxkvKlPo1
不思議,ふしぎ,"Mystery, curiosity",cJPBFjgaUV8m8cRfkMAj
用心,ようじん,"Care, precaution, caution",cL5sx97naMs93zU2cyTP
秘密,ひみつ,Secret,cPD7n0SIAGRZlVPxgSs0
すなわち,すなわち,"that is, namely",cPN9Psw2pZY6X2mNOsm1
苦手,にがて,"poor (at), weak (in), dislike (of)",cPmXPlLmmpw3Qdou3Lqi
ハイキング,ハイキング,Hiking,cVPmmYGs4FHPT26HG5XK
持ち上げる,もちあげる,"Lift up, raise, flatter",cVqghgc8AAbOR8CsRTUH
容器,ようき,"container, vessel",cXbZpdM4Fy5U3u8lEAZI
考え,かんがえ,Thought,cYQCAFBKUcEhukMLtBTs
伝わる,つたわる,"be handed down, be transmitted",ccI5uo8dqoeINE8dheu7
読書,どくしょ,Reading,chlz7awlieZSwcj6g20q
電子,でんし,electron; electronic,ckaRm6DroeRBpJkUfmib
データ,データ,Data,cmM4T3D33QKQA3JMxN05
しばしば,しばしば,"frequently, often",cqZ5jKUoU2yR5F30ECls
得意,とくい,"Triumph, pride",cqkafjR8bRaEX7XucN6A
ぶつける,ぶつける,"Strike hard, hit and attack",crq0mGB3pA8reVVkhGD4
完成,かんせい,Completion,cstzFNWd7SNBzd9Knnub
刊行,かんこう,Publication,cu0xNveK6uy37ThWkrdf
扱う,あつかう,"handle, treat, deal with",cvo7U5Q3nZ9yXdYUq9gD
明ける,あける,Dawn,cyvCCCz4Mb3Q6w1wpSIM
他人,たにん,Stranger,czLUGtOElzSST8FIbwhg
越える,こえる,"Exceed, cross over, cross",d4lRkEbouGpULj4Pobsj
油,あぶら,Oil,d4lesiVVWRgWabkdUIO0
友,とも,"Friend, companion, pal",d9Reyj8mmflt0H3zIJNj
制限,せいげん,"restriction, restraint, limitation",dBnMjVmJrtzi8udfF6jl
凍る,こおる,freeze,dCwjVyRUB9PucFGELG2C
土,つち,Soil,dGSfJeRlvefBtKQMZSzF
討つ,うつ,"Attack, avenge",dIAQKO8pvmFSj7iqY7Ys
剥く,むく,"Peel, Skin",dIBGyLLpIXpENyDTVjCy
金額,きんがく,Amount of money,dQHP1NWLCMy60fAK37Pb
ライター,ライター,Lighter / Writer,dQLzkiOVK8HsFEDxToGC
石油,せきゆ,petroleum,dSkhywYNtQY8Qgb4mixF
根,ね,Root,dUddEe4P62FrHgk9AZYA
順調,じゅんちょう,Going well,dVxdcpfqE22rtItBjvl9
柵,さく,"fence, paling",dWPXMJfv7HnRS1Q4Nx59
加わる,くわわる,"join in, accede to",dbJDtaz7TJGdERYkI7Vr
飼う,かう,"keep, own, raise, feed",dfSldnpKDRtXdqZIIjQt
お前,おまえ,You,dhOSIgpPBv2s5TdDwCNl
希望,きぼう,"Hope, wish, aspiration",dihv49OqfSCIjgrZET9P
ふと,ふと,"suddenly, accidentally, incidentally",djapb5onGd8coQy0QU37
羽,はね,Wing,djnYAqR7ijUXRRVDi4Tv
精々,せいぜい,at best,dlAK4n91GZhr7TNMzmzW
対,つい,"Pair, couple, set",dlpFy4hu7Lp5ctZLnInj
面接,めんせつ,Interview,doG2p6Y3lLO4fzP445nJ
舞台,ぶたい,Stage,doKgld1B5bDfdz4ph2Gc
連想,れんそう,Association,dxLimo0E7AYKJTZ0G7Cj
床,ゆか,Floor,dxMOiLLkA8luxdVb1qWJ
捕まる,つかまる,"to be arrested, to be caught",dxdttpuynfBJKnfQ2nrU
スター,スター,Star,dzSsGVAOdwSsTQmdGxMY
嵐,あらし,Storm,e3QVCTE8OdMntAZHxEfk
欠点,けってん,"fault, defect, weakness",e4DWJlT0wAzGDYqciIC5
劣る,おとる,inferior to,e7kGXRWFrAsdztv0jpne
日常,にちじょう,"Everyday, ordinary, regular",e8OvFeO09fZ22hjuUE21
プラン,プラン,Plan,eCujy70gHafdeLLcrb3J
不安,ふあん,"anxiety, uneasiness",eG5EY1cnSgbNXNQEBk8R
反省,はんせい,"Reflection, reconsideration, regret",eG7CBrRe2tyXeul5nUmT
物価,ぶっか,Prices,eGeQzdAXfqfLumguWsgQ
微妙,びみょう,"Subtle, delicate",eJ5FO8huZevPjzOTL9Mn
効く,きく,be effective,eLr6dAcaWSl8xg2zb5kH
結論,けつろん,Conclusion,ePko6ptCZtQ1lq9xOhWF
振り,ふり,"Style, manner",eUCaqfly22omXMBflfkt
真理,しんり,Truth,eV9MgAy8VlDxPrtUswPi
鳴らす,ならす,"ring, sound",eYvYkM0HJRGrDB4NIESR
自慢,じまん,"Pride, boast",eawSFgSc2lSfcY8Vn5cb
プラス,プラス,plus,ebOed6CuXsrimFKLVzio
合格,ごうかく,Passing an exam,eeqOfsPQCltukHZkA191
婚約,こんやく,"engagement, betrothal",eg6kRI5LPfyCNi8A826c
模様,もよう,"Pattern, figure, design",egYcKEbIzjbqLAzxGq0I
図る,はかる,"Plot, attempt, devise, design, refer A to B",eh0bIucRcWqlwFdUeAaf
やがて,やがて,"Before long, soon, at length",eiDSjtjQS45nitSe9KVT
後悔,こうかい,regret,euDNC0gXCTbzctBAbYTB
王,おう,King,ewZ1jZlJm4k5sqpzLBQe
脇,わき,side,ewcNr4Q9kUDiXrzG2igw
景気,けいき,Business condition,exJTXZKtEHu7tD1U8ZzR
どうぞよろしく,どうぞよろしく,Pleased to meet you.,exovDFTH7e0VuVsduWGH
通信,つうしん,"Correspondence, communications",f0la4xUBZMawuVlfOD81
先日,せんじつ,the other day,f1n2RdOncHZVKSmjAEyY
印,しるし,"Mark, symbol, evidence",f2lxJglX9qMkXIPXFBtI
揃う,そろう,"to become complete, to be equal",f3EesCdriyw4VrLPtz3E
暮らし,くらし,"Living, lifestyle",f5KM8APlfeEFb5aApWX8
求める,もとめる,"request, ask for; seek, search for",f8Q2GQcNx2VfxjJVmFJR
会計,かいけい,Accounting,fBfxasObqZpaDtlUdrBG
姉妹,しまい,sisters,fCPzo8nefX6t5k1NFz5T
引っ張る,ひっぱる,"Pull, stretch, drag",fD0rS5q4NjReLg3x4Oft
指導,しどう,"Leadership, guidance, coaching",fD5sxApV8X5zMumQ4riy
氏,し,Clan,fDLsen7aJjEBJz78AyAO
書斎,しょさい,Study or den,fDsJKIeILCUAolfZ9qEO
クリスマス,クリスマス,Christmas,fEQTYIQlZPafzYpls46G
計器,けいき,"Instrument, gauge",fI1FIzK41FjjqojgfPL7
成人,せいじん,Adult,fLt93FYoDNCLcybwoiyT
敬意,けいい,"Respect, honor",fNHoZFlehbGezObiKSqs
機構,きこう,"mechanism, organization",fRc1qiuCLX0uoCDpsvPz
公演,こうえん,Public performance,fVaHMhmOItoP9tKhF0L0
禅,ぜん,Zen,fVbvi1WvO6aQ6dEv1zs9
ママ,ママ,Mama,fY6cKIuVD4wx6kyRBELD
所為,せい,"Fault, reason, cause",feJa0VoJGAPq8Za11eSR
大臣,だいじん,Cabinet Minister,feSDTOgQseR1Wy0uooid
貧しい,まずしい,"poor, needy",fnGpk4wmISkNcVBvz60t
隠す,かくす,"hide, conceal",fpLkkCT69MLODyjo01t8
順,じゅん,Order,fqWVizSbGbQXDM7yoP6x
詳しい,くわしい,"detailed, full, accurate",fxHsedSAZyHQiI2kACCb
表示,ひょうじ,"Display, Indication",fy1QalA5AStG0orbFDxi
日,にち,"sun, sunshine, day",fy85mXe6kNdMyHlf5Vj3
宇宙,うちゅう,"Universe, Cosmos, Space",fyQ5pWEgIghNAoUwdNvO
元,もと,"Origin, original; former",g15Aga6ThNGDTooTAFyM
反る,そる,"warp, curve",g1TBR8oNUOr4yM3TuRmG
量,りょう,"quantity, amount",g1mkYk0PAxNMKaO9qfq5
様子,ようす,"aspect, state, appearance",g4JSceHguhk6eSl9ZBeo
湿る,しめる,"dampen, get wet",g4RWoHwDOju28KxYZUif
激しい,はげしい,"Violent, vehement, intense",g6jDaj0jmWubqeqmp3ep
説く,とく,"explain, advocate",g7eaTnUQk1IlF3b3ElqS
一種,いっしゅ,"a species, a kind, a variety",gA5Nib96lFG9161YYcK3
価格,かかく,Price,gHTLggqaGpDLtrwQ6A9S
手品,てじな,Magic,gJ5v9JdvWUaYfg4EuRNq
登山,とざん,Mountain climbing,gK2xeWTbwGf1qPTLYLqW
映す,うつす,"project, reflect, cast",gKpFlhktJNdyB45X0qXq
老い,おい,Old age,gM046QHUqRfYZxKaQlfT
繰り返す,くりかえす,Repeat,gMmxrSiQgqXJL7o6eTyo
衛星,えいせい,Satellite,gN53x6TGq0rhWxF1rZDh
粋,すい,"Chic, style, purity",gNghnz9H9AqEba0c0SGl
財産,ざいさん,"property, fortune, assets",gR9wbbaE4JaUdIQeZXfF
昼食,ちゅうしょく,Lunch,gUDhQzRaQUTHxyeKvd6F
計る,はかる,"measure, weigh, survey",gWZBvHWQEHWzuItdrYLR
過去,かこ,past,gXUopZVluWBKon8c4l41
頬,ほお,cheek,gXcFbGjJHDg6ljBKmy1I
歓迎,かんげい,"Welcome, reception",gbXunSCbQmNrl76WAewF
修理,しゅうり,"Repair, Mending",gbgTnE9nBoNwMSRhpjRy
役割,やくわり,"role, duty",ge2X1hu7CpLBKQoNEWVK
叩く,はたく,"Strike, Beat",gg72lcYCNU4oxCxDCE3f
突然,とつぜん,"Suddenly, abruptly, unexpectedly",ggEHkOOSaJrKcQ92V804
選択,せんたく,"Selection, Choice",giXV5NUDZisq00jresLm
満ちる,みちる,"be full, mature",gj2O5DNtjkjEpTZEVI6D
露,つゆ,Dew,gjlZ8lGg9sFpJBxVL3gP
用いる,もちいる,use,gk7jl6guCzpViz7wRdc2
親戚,しんせき,relative,goSHFknI3xW0X75vM9UU
埋まる,うまる,"to be buried, to be filled",gscF6zl4G3s0LwiKOHiu
転ぶ,ころぶ,"fall down, fall over",gsdiAXEc4ifIBBg4T82m
入場,にゅうじょう,"Admission, Entrance",gxa4gyr2JwN4tQd0wemr
現象,げんしょう,Phenomenon,gyDbdv6kD5MdIZ6I0rGq
礼,れい,"Gratitude, bow",gyblLWnVPThMifrJuukq
額,ひたい,"Amount, frame",gzHDrxOwh7E8aVN0nFJv
修飾,しゅうしょく,"ornamentation, modification",h18CBGQCII7aT0K042PF
感覚,かんかく,"sense, sensation",h3XsaSn1jNLU6520O5k6
街,まち,"Town, street",h55xMo6AvXWzV0riV1Dw
照明,しょうめい,Illumination,h72jFHm6yJiUiee51z6M
信用,しんよう,"Confidence, dependence",hAWFn8wM4ZsUYf7mL9Bl
粗末,そまつ,"crude, humble, miserable",hB8EQUJON4tstKMn36Fk
水洗,すいせん,flushing,hBc5tD67JcVcGWzZIfzx
出会う,であう,"meet by chance, come across, happen to encounter",hCEf2b3yvq5wQolO78Z4
前進,ぜんしん,"advance, drive, progress",hDOA36pJxrvTXI2soNrA
上る,のぼる,"ascend, go up, climb",hHt3I6oMRJfY8UfqHYR3
おめでとう,おめでとう,Congratulations!,hIXl2iJhFcrjQJFF4waO
捲る,めくる,"Turn over, flip pages",hKH5Ey2gXvMVYps6YqBA
騙す,だます,"deceive, trick, cheat",hLRmUJmZ6xCb7UoG3XAq
交ざる,まざる,"be mixed, mingle",hN22tVSYMtGKUR53lIkt
開始,かいし,"Start, commencement, beginning",hNMjYxdwyjwrrFzCLylC
端,はし,"End, edge, margin",hNrIVi3B7JwrkSUnjzUS
監督,かんとく,"Supervision, control, (movie) director",hPx96kbdxZdi5fAq9Zf7
胃,い,stomach,hQ5OjWUSdalDAGmZGZGa
方向,ほうこう,"direction, course, way",hSdzgec2iomcC9DqV2k2
及ぼす,およぼす,"Exert, cause, exercise",hT3POUUyblbONsaAYhFA
間違い,まちがい,Mistake,hTNKZGcjzeswbAxNFkVq
日本,にっぽん,Japan,hUfpNGUy0GdTg1LCAog5
損害,そんがい,"damage, loss",hXBDRJ1LF9BvWjiWoNob
姓名,せいめい,Full name,hilLApkOZpINtfCFHlF4
すくなくとも,すくなくとも,at least,hjS8wkOQdaoAcMtXgQ2m
酒,さけ,"Alcohol, Sake",hnknxTBaqGrQ2CVhkr16
全く,まったく,completely,hpiTeQeRToXLASM9sUzg
外交,がいこう,Diplomacy,hrKbGEmEKEPqSBkLTNIh
濡らす,ぬらす,"wet, soak",htwZDGadweHhpDv8jxR6
覚悟,かくご,"resolution, resignation, readiness",hymvGnYVrI1tych9TG6w
中古,ちゅうこ,Second-hand,hyo4aCtnc22crVyQA59r
見掛ける,みかける,"happen to see, notice, catch sight of",i1cM8BmVqTvc3DRQ1NPs
有効,ゆうこう,"valid, effectual",i3oHZgMFiGXvFubJxRfo
下す,おろす,Lower,i4Y5D6eLIQhHNl2SGK6D
老人,ろうじん,Elderly person,i4n4k83rYDTwb9Flo8gj
現状,げんじょう,"present condition, status quo",i5LsPadpcvi3nSNWZeTC
裂く,さく,"Tear, Split",i5n1C88W1uWjKOtkgLlV
組織,そしき,organization; structure; tissue,i6CJVsQNemkZjwPrk1NO
城,しろ,Castle,i70SIHJpKQJGXrbsUjA5
酸素,さんそ,oxygen,i7ZyzgqqokvKE48CF5o9
硬い,かたい,"Hard, firm, solid",iA6IoDawRHVGuz12iTZM
選挙,せんきょ,Election,iAFf6tMfqFI1tXH3AKu7
包み,つつみ,"Bundle, package",iBR0hDWjx4FLFJtFQlVa
感心,かんしん,Admiration,iBRbqHuthHaX1niN1NfU
別れ,わかれ,"Parting, separation, farewell",iCKzahjRszMGgkP2ZhBn
囲む,かこむ,"surround, encircle",iGQ6AwB155RpwgO7S6ts
明らか,あきらか,"obvious, clear",iGwFYVH05Yttm9TjubVW
グループ,グループ,Group,iKEfbjj7IxEoiEGgOSex
キャンプ,キャンプ,Camp,iKqCFE6iOvQHaFQeECRs
食物,しょくもつ,"food, foodstuff",iL2Olgq0TxC8QP6JKyaa
全国,ぜんこく,Nationwide,iOsqAFBnGJXMGXWcbm91
流す,ながす,"drain, float, shed",iPaz2EIm5amDcO5v7JUE
ことによると,ことによると,"Possibly, perhaps, depending on circumstances.",iURg8CuZYEibxgHUIJIx
別に,べつに,Nothing in particular,iV4bLPO9kJuSEUCVEhYE
関連,かんれん,"Relation, connection, relevance",iWD189p7bNKkteZjPXaq
