#separator:Comma
#html:false
#guid column:4
expression,reading,meaning,guid
形成,けいせい,formation,Ob3R1adv64zUWcPzdohp
趣,おもむき,"Flavor, appearance, quaintness",Oc4tM81yLyxKyBsibuYl
肝腎,かんじん,"Essential, fundamental, crucial",OcGoZ3srGLf144kaiOGB
屈折,くっせつ,"refraction, bending, indentation",Od2JaOAMCsh2lgXKtqJy
領域,りょういき,"area, territory, region",OdNlef6Bqfa3RP5hpHDk
つじつま (はなしの～),つじつま (はなしの～),"Coherence, consistency",OeQV92zhgUmeKnZQcUar
最中,さなか,In the middle of,OeiYrau44mu3HllvWZhC
規範,きはん,"norm, standard",OfmcgS07WC6CWjabJZS8
脅す,おどす,"threaten, menace",OjSjVog9pGQzltJQ8jPh
ロープ,ロープ,Rope,OjWZSwXnpNFde0XaNuzf
きっちり,きっちり,"precisely, tightly",OkDawF2Le2ex5WXrEsxl
面会,めんかい,Interview,OpQwIhgr74bTxHfGhz5T
孤立,こりつ,"Isolation, helplessness",Oq4XgV05qYsO5nHBy0LB
指図,さしず,"Instruction, Mandate",Oq638cJeo65uaNEF8eVP
独自,どくじ,"original, peculiar, characteristic",Or1b62YOK0m5fvsnjOlG
天体,てんたい,Heavenly body,Or4dN7ei5yrriKer9GZq
こつ (をつかむ),こつ (をつかむ),get the hang of,Ou494t5pxDU4PTFVUDCB
業務,ぎょうむ,"Business, duties, work",Ovrv6gno0Qn3EavKxscN
さらう (こどもを～),さらう (こどもを～),Kidnap,Oy91uARGLKqH5Gw2Tf7U
途絶える,とだえる,"cease, stop, come to an end",OyFAhiWN0LT0dB3fWp4f
吹奏,すいそう,Wind instrument playing,P19BIJ0x2BfBvg70GeCN
受け入れ,うけいれ,"acceptance, receiving",P1FPOKXTx892i3WAb69X
把握,はあく,"grasp, understanding",P1n6kEY38erQZhxiECdv
定まる,さだまる,"to become settled /ˈsɛt.əld//ˈsetəld/], to be fixed]",P2CKRZgvuDbWTfSogd6o
メロディー,メロディー,Melody,P2v2R1EVWV4uMcyjlgHY
労力,ろうりょく,"Labor or effort, trouble",P37Pdi6IRqlexqWfLpkh
憂鬱,ゆううつ,"melancholy, depression",P3uRVgWbUb6947AeIbNT
野心,やしん,Ambition,P4lsxfS1xCXDQkIi0X1v
主食,しゅしょく,staple food,P4rHHpAHcomdNjGwJlre
ドライバー,ドライバー,Screwdriver,P9WEUrb8Kp1MyC06Opmr
一別,いちべつ,Parting,P9wX4XnTIsEQGCqyCZm9
切替,きりかえ,Switchover,PAqd6R78s2xIKgPuEoCk
婿,むこ,Son-in-law,PArGn6c5caFyiz1fIYRI
悟る,さとる,"attain enlightenment, understand",PBdK4Wzm1GB5zp1mbuMt
聳える,そびえる,"Tower (verb), rise (verb), soar (verb)",PF51bNXdDMJkEjWbCQGO
対談,たいだん,"Dialogue, conversation",PGwhIxmwYloUUzGsH4pz
指差す,ゆびさす,Point at,PJjWiHu65UvCXthMfgjj
不服,ふふく,"Dissatisfaction, discontent, disapproval",PKC8zLJJ1e4GlkpD8LM4
動向,どうこう,"trend, tendency, movement, attitude",PKTrO1b6ZtC4OBfohJRt
返還,へんかん,"Return, Restoration",PKl7Jy3IzGDzugLVgJsv
国有,こくゆう,National ownership,PMuD4grW5rSCvFxnhcnU
類似,るいじ,analogous,PN8Ovpy4swit743cMaEd
分担,ぶんたん,"Apportionment, sharing",POJm8YfXaGZhpdt88hgD
国産,こくさん,Domestic products,PQ3M7nn9muNIfv221V3N
文書,ぶんしょ,document,PSGJerargCJpOXshoWVp
恥じる,はじる,feel ashamed,PTKvpjpejiNaY3nKunzX
セール,セール,Sale,PVCtkBxnzFBdMipK8i9v
視察,しさつ,"Inspection, observation",PXJA1OpA5Cm6JkQHIiRF
脱退,だったい,"secession, withdrawal",PYD1IbMjFKdUavfXlaui
緩和,かんわ,"relief, mitigation",PYcW7qbTaQEeNtSDbhW0
酸,さん,acid,PYyJ9LRc15FawQtl8h9w
決算,けっさん,"Financial settlement, settlement of accounts",PaHiNK9TGnx1hzONb9MX
沈める,しずめる,"sink, submerge",PbBUldUtgLFHsBXNGu70
玩具,がんぐ,Toy,Pcww2iW6rGLPHgr5FEM9
前置き,まえおき,"Preface, introduction",PeWSEXLIifTFXcJTp8ux
潜入,せんにゅう,"infiltration, sneaking in",PgQYiXCz4FbjIXh3an8x
それゆえ,それゆえ,"Therefore, for that reason, so",Pi02XAp2wcdvvsTXLc5J
異性,いせい,Opposite sex,PleIC2B1TKR76dKM1faW
下取り,したどり,Trade-in,PlvW0hjLqQa1jlUR7w0p
転任,てんにん,Transfer of post,PnogXdNHdz5OXEt3yNEt
辿る,たどる,follow,PpFn6flV6hon91OfC9o0
思考,しこう,Thought,PqlOFYFO4cq9qDdG61cm
びり,びり,"Last, bottom",PrAkUuldUSIBgFMAkIEw
気象,きしょう,weather,Prw1vV6erv05UyruHBfR
あくどい,あくどい,"Gaudy, vicious",PuijThhIFZ5elePu25Ho
ユニフォーム,ユニフォーム,Uniform,PusvMqxZAFzuivkuCK7N
中腹,ちゅうふく,Halfway up the mountain,PvcO6O55s6FmJRudE0lf
暴風,ぼうふう,"Storm, windstorm, gale",PwRIF1XH0BeFQESN5YEd
安っぽい,やすっぽい,"Cheap-looking, tawdry",Pxpq60u6a5PExO6U8WB3
映像,えいぞう,Image,Q12HVQKPlvHjsbNmv4ME
進展,しんてん,"progress, development",Q433xuV8o45bAVAHttQw
除外,じょがい,"Exclusion, Exception",Q4WDTsWXxio4gMmxsN6g
明かす,あかす,reveal; stay up,Q6fAyaguTX9jGAFnOTm8
杖,つえ,cane,Q71yvDP5Z0CuaadFZn51
貴い,とうとい,"Precious, valuable, noble",Q7L9Ec7Htco5xJU6qUkn
象徴,しょうちょう,symbol,Q81X2fEljD2jRRlretdT
放置,ほうち,"Leave alone, neglect",QDLJhIZAGcNG9trJiZfA
必然,ひつぜん,"inevitable, necessary",QDerfXrIaNPzppnEiID7
抗議,こうぎ,"Protest, objection",QDtCdVqOJJnB3MxXe296
戸籍,こせき,Family register,QEqd5m9OkRvSiWdbGjxS
だと,だと,if it is the case,QGfeRAgfZVwnvzZrjQf8
欺く,あざむく,deceive,QHtZ8I4XtkyjjlffvvLk
半端,はんぱ,"Incomplete, fragment, fraction",QL3YjTYFhbNkyk8Yo7PQ
ナイター,ナイター,Night game,QMcsAjhHqFONFQDDkjBN
名産,めいさん,Specialty,QMfVjqVQa3vaOdaJhWwS
悩ます,なやます,"bother, harass, molest",QMoqOXHbOlL5wcYw8SpB
不評,ふひょう,"Bad reputation, disgrace, unpopularity",QOaZcxzTzN3L29N08MHe
立て替える,たてかえる,"pay in advance, pay for another",QPKiFGWNXKMAaY13tU0D
揃い,そろい,"Set, suit, uniform",QXA0YbJyf770nfyv8dSY
手数,てすう,"Trouble, labor, handling",QYRrC9UweQwHWOLewfc7
先天的,せんてんてき,"Inherent, Congenital, Hereditary",QYsVM457bDc20A662iZI
複合,ふくごう,"Composite, complex",Qax0OJGPxi9nVnk3jDci
読み上げる,よみあげる,read out loud,QcsOhrzrS5NJCI1otNrP
名称,めいしょう,Name,QeVDXYNZBKP4w7v87pha
共学,きょうがく,coeducation,QeciN9UEpfBJvX09ufyE
成り立つ,なりたつ,"consist of, hold true feasible",QhRcNt8CNKocAflR8C1L
招き,まねき,Invitation,QhuoWn10TaGyBBTPLhFX
法学,ほうがく,Jurisprudence,QjRTAcUqBGQQWxXdPrvE
障る,さわる,"hinder, interfere with, affect",Ql8kxc2RxJD4my2jtqUk
痛切,つうせつ,"keen, deep",Qmpx7j8zSTwOfKL00OSm
疑惑,ぎわく,"Doubt, misgivings, suspicion",QmrDGU4Y3GAQMQLOOYa7
城下,じょうか,Castle town,QnKVRe7eJTubQRI0xDCl
据える,すえる,"Set, lay, place",QqQjvunobeUEgleQLL4Z
往診,おうしん,House call,Qs6lbNZHsFTEzycBhips
職員,しょくいん,"Staff member, personnel",QufcJM7qu0qeSv2MscZx
密か,ひそか,"secret, private, surreptitious",QxO9OVk7GWc6Xg6PIgKo
埋め込む,うめこむ,"embed, implant",QzzHV2j5WgqCDXSI0ZS4
理論,りろん,Theory,R0LTr06pLPSdZW7qzj75
ダンプ,ダンプ,Dump truck,R37aMNZMm1Ffm34gVzlk
偏見,へんけん,"prejudice, narrow view",R37gKNG8CApidesAfMix
公然,こうぜん,openly,R4kSvY2RWlEouZhnKqEd
弁論,べんろん,"Argument, Debate",R6wnaPs3wtLK6XfcCi6N
詫び,わび,Apology,R7XAMYWPHG6mW3PCc8fd
無知,むち,Ignorance,R9J3GeqmuHGU5103YotD
弾く,はじく,play,RAS3zI49IbfthXfchAce
合間,あいま,Interval,RDmB3crn2Mrm9NsZca69
甚だ,はなはだ,"exceedingly, very, greatly",RE1SRrTo2zpyJ65FtxNc
準じる,じゅんじる,conform to,REBzcp9dP7DshFIQ5dMU
初耳,はつみみ,news to me,RF7jpWuQT0XOVZgR0d4z
染まる,そまる,to be dyed,RFh3cSv1lxCR4QWd7IpR
ボルト,ボルト,Volt; Bolt,RHSKBSvyeYdQq9sASteK
惜しむ,おしむ,"Frugal, value, regret",RLRMHeOTeYNIJQMov2D4
回送,かいそう,Forwarding,RLY0cF6wTfR7iCOUtEKK
果て,はて,"End, extremity, limit",RN636zfb3uSxRdpFNKWJ
実,じつ,"Fruit, seed, good result",RQ20rXYXfjHTQve6BLX5
小児科,しょうにか,Pediatrics,RQWqXTIRQNkG4gxasb7c
惑星,わくせい,Planet,RRLhL2Rq0zZb9TmeFI4s
同い年,おないどし,Same age,RSDK8j4wRfZtkF9AsJJB
真心,まごころ,"Sincerity, devotion",RTbyAwxb4YgwD1ub8Nco
提携,ていけい,"Cooperation, tie-up, joint business",RWDSman530i8Wv7Nxa5g
やけに,やけに,"Excessively, terribly, awfully",RWs46v7W8bN5b9hKNrsn
著名,ちょめい,"Well-known/noʊn/, noted, celebrated",RXA5xoIhKmDxhKhIwWgn
いかにも,いかにも,"truly, indeed",RXEC4KbTzx2Q1W0w7W29
反響,はんきょう,"Echo, reverberation, repercussion",RXhxCpuahhAhIEzZVeyg
欲深い,よくふかい,Greedy,RXrPE01MR8wZEzSl3VZa
果てる,はてる,"to end, to be finishedfɪnɪʃt/, to be exhaustedɪɡzɔːstɪd/",RYV4Mwguv1njvW0Bk4D9
ぶらぶら,ぶらぶら,"dangle heavily, sway to and fro, stroll idly",RZjKM1mVOj90VN1hHJ6o
名残,なごり,"Remains, traces, memory",Ra3RrBj49snywsxyeNLP
潮,しお,tide,Rbn1lYg3QXwZMgFxrbBE
ブーツ,ブーツ,Boots,RcQeun3ThL6R4ZNoZZFd
塾,じゅく,cram school,RcznKaUT5d7HR9SOXZHB
とがめる,とがめる,"Blame, rebuke",Re57BL7yTA4d8zoLTwQK
滞る,とどこおる,"stagnate, delay",RhSzTdRfkEw6XohOd1GU
異議,いぎ,"Objection, dissent, protest",RiUeAmtu9BwCXb9sODHk
改良,かいりょう,"Improvement, reform",Rj4fjR55CiIb22f2tb5f
戯曲,ぎきょく,"Play, drama",RjKje5EkbKOLFs3I1rAq
ネガ,ネガ,Negative,RnAIiw7Z1w2kwLKQmenK
うつむく,うつむく,"look downward, stoop",Rs9Z7RvjI6PLZ6r4trpr
共感,きょうかん,"empathy, sympathy",RsNYCSiuD0tGHb2NllNY
中継,ちゅうけい,Relay,Rw9zF6luAFvLFdl2hqBv
防火,ぼうか,"fire prevention, fire fighting, fire proof",RxUanc0JQYbuFdGFdVON
干し物,ほしもの,Laundry hanging to dry,Rxft05x1GTTfwYTTHVgA
嘆く,なげく,"Lament, grieve, sigh",RxpS3njGYQPkmkrl4VdZ
脚色,きゃくしょく,Dramatization,S175zBym0xrGBwDPRDgx
眼球,がんきゅう,eyeball,S1nl56YbvQ2vxJGbkPi7
固有,こゆう,"Inherent, Peculiar",S3Ec8GQhDaTJMthux3xD
購買,こうばい,Purchase,S3vlbwUh3KqwBqCUfwSB
もろに,もろに,"completely, altogether, bodily",S4VrsPPiPHKVKLMF54Ne
蒸溜,じょうりゅう,Distillation,S4xWhG7kz5SDZUwtigl8
連なる,つらなる,"Extend, stretch out, stand in a row",S5q9es7BjAnnUuVMjX7h
落ち込む,おちこむ,get depressed,S6KLBQgVkve9HWeLH4VM
風土,ふうど,"Climate, natural features",S83ciz2mIgxNU77T8Uny
幽霊,ゆうれい,"Ghost, specter, phantom",S8SHn9ZD21BbMykkMU9m
断える,たえる,"Cease, become extinct",S9LuMvR0IWb1zlW5axzS
養護,ようご,"Protection, nursing, protective care",S9m9vsSBMrRsZpPkCQkb
ランプ,ランプ,"Lamp, ramp",SBKPdDUOEOipEQFfI1Jm
落葉,おちば,Fallen leaves,SE1ulqJGATVxnepdAoL1
済ます,すます,"Finish, settle, do without",SFUuI6D300nmO71i6vUY
待遇,たいぐう,"treatment, reception",SKT67v5eh6HPmjUDmdnI
押し切る,おしきる,Push through one's own way,SN6X3xdTSe60DFb3Ww3C
英雄,えいゆう,Hero,SNPSbXB4ugqEeFMcnXSn
自我,じが,"Self, Ego",SRDKbI5AEPOfWw4vY81T
土台,どだい,"foundation, base, basis",SSVrf0Uf7LHUTQAPG0Vw
開拓,かいたく,"Cultivation, Pioneer",STMIW8h0SWqfZYwkXQrE
勇敢,ゆうかん,"Brave, heroic, gallant",SWk8cWWPlhTpxMDp8Ni3
くぐる,くぐる,pass through,SXui9eJFsF5PPmkSHxxa
訴訟,そしょう,"litigation, lawsuit",SaaMcvp0QcMhmjO5r4HP
期日,きじつ,"Due date, settlement date",SbmlORdMyFE7PVHkcHfC
クイズ,クイズ,Quiz,Sbzr4kvXnAD4Vug7Azjc
付録,ふろく,"Appendix, supplement",Se77j0PPj3QIJPgfuBIm
貧弱,ひんじゃく,"poor, meager, insubstantial",SeaDluV8Bu8uONHuscem
インターフォン,インターフォン,Intercom,SfwYWsK85IfojAhFKnbU
おおい (かん),おおい (かん),Hey,SgjjMtP8HCoSpu0tmTvu
辿り着く,たどりつく,"reach, make it",SmmoybW07qWTDxf2hP8P
脅かす,おびやかす,"Threaten, coerce",SqSr81sPP6AVdrjzwL01
組み込む,くみこむ,"insert, include, cut in",SqbrvzT7ztg83NsRoIXH
根拠,こんきょ,"basis, foundation",StrUEKBUmjQakbCYCFkL
アプローチ,アプローチ,Approach,Swg4ORTE4J7dOenweaYG
まちまち,まちまち,"various, different",SyZocy420M7mz7Fo2Rp7
腹立ち,はらだち,Anger,T0w4n8MLfOsbKSyabJ3V
本音,ほんね,"real intention, motive",T1qc039TvvCLoZIyLQUc
所得,しょとく,Income,T4Ps6RdbXFcviNEz5zan
幹部,かんぶ,"Executive, Management",T5B75hq9zElkGCBpvMXZ
仕掛,しかけ,"Mechanism, trick, or device",T5DPIbFSXvYYHInXGeLu
好評,こうひょう,"Popular, Favorable reputation",T61X01Rsp1Ty9aefNov1
新人,しんじん,Newcomer,T69iXnjdEGAsPgv0Pr85
製鉄,せいてつ,Iron manufacture,T8PZtMVpkkA8YFsQj8Mc
害する,がいする,"harm, offend",T9Q1KZoLN03HrFRrlAUv
展示,てんじ,"Exhibition, display",TC43b9F8QHTHXpLs9ExZ
爆弾,ばくだん,bomb,TI3ngt318XRMJkBuoj5r
歯科,しか,Dentistry,TJTYUYxRCORc80wOxrPS
野生,やせい,Wild,TKEzcqDqX6uU6qfTe3wU
着色,ちゃくしょく,Coloring,TKfgZSOgtZmCxRrYI0gi
課外,かがい,extracurricular,TL1S15cNEfd7lhbx0Fna
紛らわしい,まぎらわしい,"Confusing, misleading, ambiguous",TL9SJDbF01XA85Qn6yUz
世論,よろん,public opinion,TMc6pReAi3ur9DnaCK6M
傾斜,けいしゃ,"inclination, slope, dip",TMuwOnuW7etFQkBWQagu
庇う,かばう,"protect someone, cover up for someone",TNCQNWxRJRh4CEL31VUM
望ましい,のぞましい,desirable,TNr9vnUREl6OymKjYpN1
大便,だいべん,Feces,TP1GMEjiuYym0SqKjnZe
ボイコット,ボイコット,Boycott,TP27ssU2rDwDFJeu23Sy
でかい,でかい,huge,TPYPn2Wy0WX9veF3wACK
酪農,らくのう,Dairy farming,TPyk1GKezCrI9oZMWhen
ばてる,ばてる,"be exhaustedɪɡˈzɔːstɪd/, be wornwɔːrn/ out",TQSQeUJCxxdII4jqjscp
昆虫,こんちゅう,insect,TQcxL1yliSz4DJWtZn3y
間柄,あいだがら,Relationship,TR3sM7GmUGDbGZGrZiXd
富む,とむ,Be rich,TR5yPVfp8JlvT63criyt
光熱費,こうねつひ,Utility costs,TRofQKZmwXK95Ix9M5Qd
おんぶ,おんぶ,Piggyback,TSf1Bi4JroTmiBD31rI6
黒字,くろじ,Surplus,TTCB7FGdKSIvN67TgJKF
デッサン,デッサン,Sketch,TTKdt4Xx2V7sdqi77sWs
舞う,まう,"dance, flutter about, revolve",TUGZO88ekRKeaciavWJt
凶作,きょうさく,poor harvest,TbdZeVLxCSQJRNpXeRW9
主人公,しゅじんこう,Protagonist,TeUwuMol2j8vERtUJhcO
良質,りょうしつ,"Good quality, superior quality",TfuWPoW76QRwrjAL9NXH
目途,めど,"Goal, outlook",TfxS0ETnvLZONd8vWJpc
纏まり,まとまり,"Conclusion, settlement, consistency",TgXUNxLGKWlG1npsJmDR
入手,にゅうしゅ,"obtaining, coming to hand",Tgu66FLtFZrf12zN1kLo
つぶる (めを～),つぶる (めを～),Close the eyes,Th0Zm5CfWPpsn6ceTF2p
浴室,よくしつ,Bathroom,ThUO0RscOtkl952vSDzf
不調,ふちょう,"Poor condition, slump",ThvKcA6yAwRmdVI8g11J
恥,はじ,"Shame, embarrassment",TlQuJqWeagouOJDwPWYp
壮大,そうだい,"magnificent, grand, majestic",Tml9ckhub6X3AApEOnTO
還暦,かんれき,sixtieth birthday,TnEi9U9h2kkSRgnreaJN
墓地,ぼち,"cemetery, graveyard",To0xI6IHrTOjMPr9njGa
勝手,かって,"Kitchen; one's way, selfishness",To3iAmwEzaFv5j4fpkhH
存続,そんぞく,Continuance,To68cVVvrztZEKXMxWL7
膨張,ぼうちょう,"expansion, swelling, increase",TofKhwUWtJcE2NlHrlib
郷愁,きょうしゅう,"nostalgia, homesickness",ToiNw5TmluLfqMXCyTDp
短歌,たんか,Tanka,TrKRl2BjPZVA6uHA0sN9
津波,つなみ,Tsunami,TuGTttuaBfBmAjPdiUhJ
扉,とびら,Door,TuK0dGcGY7j62V6goRON
ホース,ホース,Hose,TuZDgoY2Pf9ZZzDhLt5H
遊牧,ゆうぼく,Nomadism,TuvZQn4h9gb27oRh9vmM
株式,かぶしき,Stock,TwEAu6QGGANUPseIE3Mc
情勢,じょうせい,"Situation, condition",TxKMClI0pT9bTKuLuZZb
既婚,きこん,Married,TxUht60yCxGtPgS887ip
専用,せんよう,exclusive use,TzIX5TdTgUGtT1dhOTCo
加入,かにゅう,Membership,TzKmYpze4IkLhrg0V7Vz
地形,ちけい,topography,TzkiUJBw0pBOn7ffFA8F
静的,せいてき,Static,U1azrTwUZp13KRdGq2ou
振動,しんどう,"oscillation, vibration",U1mamKlhmDiY3pSfJZCA
成育,せいいく,"Growth, upbringing",U8OeHPBgcclYoF92pOdn
覆面,ふくめん,"Mask, veil, disguise",U8lXA1kJEIFu7s9a2U4w
不順,ふじゅん,"Irregularity, unseasonableness",UBxXWypNjSqth37HIoMs
溝,みぞ,"Ditch, drain, gap",UCFPk7QC1IVaczrIMt4g
具わる,そなわる,be furnished with,UDNntnffpyXxpCyv0COt
肉体,にくたい,"body, flesh",UE5KYP1FLnaQI5ir193g
盛大,せいだい,"grand, prosperous, magnificent",UEVnnFQgBNtBSIwfhgVt
味覚,みかく,Sense of taste,UEZKDDlk08v0Vq9YJCCM
西日,にしび,Westering sun,UEoobLB619KjX7kxgoY3
占領,せんりょう,"Occupation, possession, having a room to oneself",UEs63ZsOldb2o151UD2O
大方,おおかた,Majority,UExnetE72WBCWUwxVrRU
直感,ちょっかん,"Intuition, instinct",UG4qHz0fBTqP2nURoTH1
走行,そうこう,Running or driving,UG96zsYeSNuBGvDqToQ8
視野,しや,"field of vision, outlook",UGF3PpdvgTktP91tOdRk
議案,ぎあん,Legislative bill,UGXlzmT14Ij1Y4kA7BB9
ロープウエイ,ロープウエイ,Ropeway,UIWcve2nC7cyT0KnGtXm
麻酔,ますい,Anesthesia,UIdAHgu2BrzRAHj2IR4n
実費,じっぴ,Actual expense,ULLYloQ2HfgfCzRVKiPr
日取り,ひどり,Fixed date,UMcF1ENp3oViLlH1lgv0
植わる,うわる,to be planted,UNaKKQBozyYyLChqndT7
値打ち,ねうち,Value or worth,URGnlgVZStdpzDK6WR0t
告げる,つげる,inform,URjpfbsxj3Gz4TwWTCyL
入浴,にゅうよく,Bathing,UTcGkgMHCOESRrGZxKcR
改定,かいてい,Revision,UUUrwsluIig6necsQoI1
技能,ぎのう,"Technical skill, ability, capacity",UVau2S5shSUOPEdkTXLA
学説,がくせつ,Theory,UVmGPgL7rXjeZTdJHa3U
懸賞,けんしょう,"Prize offering, prize competition",UW1TJd96c3ql6vKJfExT
一様,いちよう,Uniform,UWrsNfItidJhvlDSwlJZ
潤う,うるおう,"Moisturize, profit",UX8HRYukvwS2haboQ3dO
台無し,だいなし,"Ruined, spoiled, come to nothing",UYjk4ExryPzeH5HoqLQa
霞む,かすむ,"Hazy, misty",UZ5IQBKJ3djUb67dw7En
取り締まる,とりしまる,"crack down, control, supervise",UaKMRiDZldZoyl4s4jh7
誠,まこと,"Sincerity, truth, faith, fidelity",UahM2HVsXJMxfiQoL2Jg
あざ,あざ,"Birthmark, bruise",UbXYGEu1wx8oZjKHvnGr
先着,せんちゃく,First-come-served,UdQc8t35we14b3bcxjWQ
放り出す,ほうりだす,"Throw out, give up, abandon",Ufn14A0fURBOH3Qgsb2u
打ち切る,うちきる,"Stop, abort, discontinue, close",UhLwLVQs4BcNEWJTFv9y
ライス,ライス,Rice,UhfO3DDoPs8r1lmbuiA7
布告,ふこく,"Edict, ordinance, proclamation",Uik8YeqpEbVvSK5FQ37T
晩年,ばんねん,One's last years,UjjEnt9IuhR5G5xLkNC1
夜具,やぐ,Bedding,UlIhXg9Z4jNsvfOeSPU1
未開,みかい,Uncivilized land,UlpsoAOrO16Uq4OivqbW
引き上げる,ひきあげる,"Withdraw, leave, pull out",UoaGtHJynbwdKLRElbwh
対抗,たいこう,"Opposition, antagonism",UoytRwtNHlfjMjRLEaRc
口吟む,くちずさむ,Hum to oneself,UpHwXNyRC9Hd2KxnUWcs
夕焼け,ゆうやけ,Sunset,Us90PgnzGGwwrdiotCjm
残金,ざんきん,Remaining balance,UsHu14Oc8onneKWFGdBQ
原則,げんそく,"principle, general rule",UuDvIWr38iJkQxVOt6WE
扶養,ふよう,"Support, maintenance",UwVwhuzX04eZ9kuOoY5c
とぎれる,とぎれる,"to pause, to be interrupted",Uwdx3jo06ULbQ998lGmh
おびただしい,おびただしい,"innumerable, countless",UxAjcpxzZQNju1NiV4u4
記載,きさい,"mention, entry",UxKoNXtQDRJlcTwEoaEU
未だ,いまだ,"still, yet",V2fPEjfB3czKDz8v4GtI
任す,まかす,"Entrust, leave to a person",V3WZE8pHCAOfDVsKZtb3
無用,むよう,"useless, needlessness, unnecessariness",V6vK6SwjV4Pi06jes1Ri
突っ突く,つっつく,"Prod, nudge",V7E5qYTk2vfYHLQcBVKo
正常,せいじょう,Normal,V7JTrWcJEnF5iNgg3WEz
邸宅,ていたく,"Mansion, residence",V9RXSJgx1GCZ5XYFFSa4
形勢,けいせい,"Condition, situation, prospects",VAoux9TkkliAa8ZzOACk
手順,てじゅん,Procedure,VC68MKOqYGjqcrBlfLWp
はらはら,はらはら,feel nervous,VDaLRwiqKKAgB5Kgb0SB
解除,かいじょ,"Cancellation, release, cancel",VGElygBEeMS6O7PHODeX
～掛け,～かけ,"Rack, Hanger",VHk1H22Rz4TiBocLpnww
ジャンル,ジャンル,Genre,VJDOScZtgHRvwacx4y9T
乃至,ないし,"from...to, between...and, or",VLw8eNaDDEbuQBBlwQwz
本質,ほんしつ,"Essence, true nature, reality",VOV35qLyKzvxCLkZ5dt8
避難,ひなん,"Evacuation, refuge",VSvou6IeCIsyW6BiWOYS
再会,さいかい,Reunion,VTczNim2uIB63Xi1lsmp
尊ぶ,とうとぶ,"Value, prize, esteem",VWOLAj9gLdoCnmiMyZw2
青春,せいしゅん,"Youth, springtime of life, adolescent",Vc8S9iaVP8SjIqgSQLm2
染みる,しみる,"Soak, pierce",Ve0GTrVgHkEn8OO3NWAR
マイクロフォン,マイクロフォン,Microphone,VezH73Do1qhMFOx766Iv
水気,みずけ,"moisture, dampness",VhI0CPk4JMmv3iWri14V
講読,こうどく,Reading,VjtduZ4UCUre4AwYGWnO
対面,たいめん,Face-to-face,VkgdpEVD2hpEhXtOy8K8
参上,さんじょう,"visit, call on",VkwJ8pA2LeJjNX4dr0Gt
拝借,はいしゃく,Borrowing,VppLY7wr3fmRuKbOUe9h
巧み,たくみ,Skillful or clever,VseUv9qyCaMlalptcvSd
称する,しょうする,to call oneself,VuB3vf5btsy0vCgk12Ze
いっそ,いっそ,"rather, sooner, might as well",VwKZzn84UNkLOdQ0HA58
仰ぐ,あおぐ,"Look up, respect, ask for",VwtnVIa88NF3tNLs99w2
凝る,こる,Stiffen,VxIvAyFNbKTEAngxEJqf
申込,もうしこみ,Application,W2mWbndBxG8D1C11vbMM
規格,きかく,"Standard, norm",W3OEQyHsWQMKlyQKSlK4
職務,しょくむ,Professional duties,W6GYTZkMTsY3mt1MCmdI
点線,てんせん,dotted line,WBMkiW1K4TlAUJj6Ii6Y
特有,とくゆう,"Characteristic (of), peculiar (to)",WCraQkDnIH1M3xmdIwuM
整列,せいれつ,Line up,WDIIljGNT2T1oyaxfa1U
年号,ねんごう,era name,WDdIy8jj2IdLht1P9F9f
ポジション,ポジション,Position,WEa6S15SF9N4Zefei6Hp
再発,さいはつ,"Relapse, recurrence",WFusAuDn1Z16oa9Mvgql
発芽,はつが,Germination,WL9Vp4uXFjKablTalqzD
赤らむ,あからむ,Blush,WOJZo8qEZouVnffzgiwM
対話,たいわ,"dialogue, conversation",WONUztdF02WCyXR0PCiE
処分,しょぶん,"Disposal, dealing, punishment",WPYLDeRiszhUNNPl5FFK
多忙,たぼう,Busy,WQ8S3XuVSxG6J950DF99
洪水,こうずい,Flood,WRD6cGkZFgCOChjPv1rh
問い合わせる,といあわせる,Inquire,WS7YZNaadS0xu8XBb3Vb
進出,しんしゅつ,advancement,WSTD1dqBs6H9TSbOGZmX
意図,いと,"Intention, aim, design",WTq37qL4ymKAWMhIwFOj
キャリア,キャリア,"career, career government employee",WWW5ut9BMUA9tD4wIK4x
断然,だんぜん,"definitely, absolutely",WaYIkIL16Q2yuEe87izl
片～,かた～,Single,WbogaLhBqgApSwDLXPMu
勤勉,きんべん,diligence,WcgCaxGv5gtk6KG2EIAN
ストライキ,ストライキ,Strike,Wd1XJ2j0YPObP06r9v5q
言い訳,いいわけ,Excuse,WdbzQzm7QU4cGPT7sTgy
原油,げんゆ,Crude oil,WeCPDxgysk15FQzCo9a1
装備,そうび,Equipment,WeJfi8xCWmZZeIhoI9WD
誤る,あやまる,make a mistake,Wia51GqCjtVdKBdCewON
預金,よきん,"Deposit, bank account",WqiF4XZiGgQYLqccRVvb
照合,しょうごう,verification,WyJCbgpSezYOuIbQR7aA
着目,ちゃくもく,Attention,WywBO5QUrazt9evp2jQd
暴力,ぼうりょく,Violence,WzYzccq98SzzUOY9zbru
調印,ちょういん,"Signature, sign, sealing",X2b2t6RMjQ3nk17eZ5sF
ユニーク,ユニーク,Unique,X6Vbx2FhynHp61pTeIpG
沿岸,えんがん,"Coast, shore",X94HQkTZUrSVsipgH93f
歪む,ひずむ,"warp, be crooked, be distorted",X9Szati4BTrNIaSs26wh
