#separator:Comma
#html:false
#guid column:4
expression,reading,meaning,guid
合同,ごうどう,"Combination, Incorporation",akM4E8IYWD0hentPYU4e
間もなく,まもなく,"Soon, shortly, before long, in a short time, in a little while",alFctlPntiu1SX5uPuio
脱線,だっせん,"Derailment, digression",alL3V7RWYOtabNNdx4Wf
～女,～じょ,sister,alU3pgNce8SVNXWmUm2F
エチケット,エチケット,Etiquette,almutSc0OBD36LngoNc0
看病,かんびょう,nursing a patient,anzGheDnZxsuOALGRfpH
寮,りょう,Dormitory,aoOURHnXxLcPX9fu7g48
よこす,よこす,"send, forward; hand over",apflWIEXpTxsVpYXliRD
騒々しい,そうぞうしい,"noisy, boisterous",asMVjtDNNb2l2j42PxuP
はめる,はめる,"insert, put on",au72zslHUluynPWHEvoN
友好,ゆうこう,Friendship,avZnnLXArsfeSciAu9uk
暴れる,あばれる,"Act violently, to rage",b2UV7akapMzZ8z6tt4uN
判事,はんじ,Judge,b2Uxdotzl9jYGTCANooL
アクセント,アクセント,accent,b7MAsSz4uGekuuULVGqU
懸命,けんめい,"Eager, strenuous",b8shRRFE4klpuIhKyycw
明け方,あけがた,Dawn,bAAbYy7dbhlgaqbxhlzG
生意気な,なまいきな,"Impertinent, saucy, cheeky, impudent, audacious, cocky, pert, brash",bIw3w2Xf12LetVdESORr
幼稚園,ようちえん,Kindergarten,bMYBiEdC8DArpRobnol6
便所,べんじょ,"Toilet, lavatory",bNmA6nkt0bMwyZdYeVdT
編み物,あみもの,Knitting,bQGLwVawDP84Ite0Rf3t
店屋,みせや,"Store, shop",bS0JLKQx8m5CDL6HBAc5
感ずる,かんずる,"feel, sense",bVY6wKSSEMlq7LDtkBm5
社説,しゃせつ,Editorial,bXlyuD6a6FLrnD9oXsVH
東西,とうざい,"East and West, whole country",bXuKOf3jZspHFJZioYpy
うどん,うどん,Udon noodles,bYpetwE96bgzRQCBFhGU
お大事に,おだいじに,"Take care of yourself, take care, get well soon",ba55AeIV881XbRp1VcR4
裁縫,さいほう,Sewing,baQtTHuRnkccJbAhm5FV
初～,しょ～,First ~,bdF9BQpTr9U9Nk2bB1tw
長引く,ながびく,Drag on,bi7dx8B6XlAQayCLUzmK
枚数,まいすう,Number of sheets,bjc9N9iG9mwTuQCu9Qrk
～間,～かん,"Between, during",blm1sAwmPFCKdz7KpEte
繋がり,つながり,"Connection, link, relationship",bmRTSjZB1Pn8if88beiM
低～,てい～,low-,bp3EmmFZHDsfQjAcA3Wh
満点,まんてん,Perfect score,brxLQWImRp9uMPWewPBN
跳ねる,はねる,"Jump, leap",bx3tMjhwhDYAxaDfILEO
乗換,のりかえ,Transfer,c50Ea1YBkl3RZTzsWjO9
意義,いぎ,"Meaning, significance",cAeYIZYWhHQ8tld2CYZP
ちぎる,ちぎる,"Tear up fine, pick (fruit)",cBLmhQAGGpsjqMKEyQxG
成立,せいりつ,"formation, establishment, completion",cCVeiEoxycqoQtgd2dgZ
区域,くいき,"Zone, district, area",cCXeBbJuYT3pHgkszt6r
伯父,おじ,Uncle,cDdgzhMfMv9u2MoICiN5
危うい,あやうい,"dangerous, critical",cEKVE3r90c2u1Mvbmgiy
探る,さぐる,"Search, look for, investigate",cFK7kln5xHOl0tjYxmPo
刻む,きざむ,"mince, carve, engrave",cGKmO7kgNy8OB48EcbNl
火傷,やけど,Burn,cGsRHhFtirxCaykCN2G8
寿命,じゅみょう,Life span,cL0dmHjMHispAchhd7oa
始めに,はじめに,"To/tə/ begin with, first of all",cMzGDyzwqwwipzDVk2YJ
原始,げんし,"Primeval, Origin",cOTXWCclKWI2ANGkABW4
住まい,すまい,"Dwelling, house",cPOFo3ztAXSIJLPFFhwn
物凄い,ものすごい,"Staggering, earth-shattering",cTkmIICyNHM7DrqzK6BB
剃る,そる,Shave,cUUvk7SEtFfcwGg1C1s1
容器,ようき,"container, vessel",cXbZpdM4Fy5U3u8lEAZI
迫る,せまる,"Draw near, press",cY1Ec6HqzI825Ov9rw92
加熱,かねつ,Heating,cb1r7cEdhmQMoM2wRkGn
バック,バック,Back,cc1WWAIJqX53cereS36k
伝わる,つたわる,"be handed down, be transmitted",ccI5uo8dqoeINE8dheu7
憎む,にくむ,"Hate, detest",cePkJDdINv1aaBK0Op4T
ピストル,ピストル,Pistol,chHSekbyApIll1I23qiy
区分,くぶん,"Division, section, classification",chI52ZpY8ZYBshMgCkbu
休養,きゅうよう,"Rest, break, recreation",cj1FiM1TmqoJ5WOu9Arq
釘,くぎ,Nail,cjbYqmev78qA4KyJuw8A
広場,ひろば,Plaza,cnXobMXKftlXChOYihPQ
～弁,～べん,Dialect,cpJIJHTMsnkT0MjTA2H4
振り向く,ふりむく,turn around,cv8HFo0tOypZWvw6nu21
絞る,しぼる,"wring, squeeze",cvdcajMSLIf5g951QcPo
恨む,うらむ,"resent, curse",cwHluQxt4g6vwkjeWBnG
～港,～こう,port,czwH2bjcU8I3GlvV7ijn
炊事,すいじ,Cooking,d5LAMSRYnLw6kzGoHJ11
なんとなく,なんとなく,"somehow or other, for some reason or another",dBA8VFejsNOYf5zjdcHA
為す,なす,"accomplish, do",dEw8c0k7r0yd8074MJwa
牧場,ぼくじょう,"Farm, Pasture",dIbLtinLrcpY5CLwUELF
末っ子,すえっこ,Youngest child,dJXNvV83C2X8zJPqMPgo
～等,～ら,etc.ɛtˈsɛtərə,dKL2cfELQKd8iDtpxwCo
草履,ぞうり,Zori,dNXQrn5L3TV14MS3uc63
下品(な),げひん(な),Vulgar,dNdyKoOOVTXd0g0ojm1m
概論,がいろん,"Introduction, General remark",dOjKYnSVggJdEuVPnLGN
狙い,ねらい,Aim,dPJr0TUyGAtkcPZiDlqV
懐かしい,なつかしい,Nostalgic,dTBYEqFKFplf5rL1wGYp
バイバイ,バイバイ,Bye bye,dUEKCoazddb7gXF9ZXXV
塵紙,ちりがみ,Tissue paper,dVD2OgoNLrCjxVLvPDXb
持参,じさん,"Bringing, taking, carrying",dbvwtysLizOGEwVAdTlF
休業,きゅうぎょう,"Temporary closure, shutdown, holiday",dcTJPp878Nxmd7RwloYW
悔やむ,くやむ,"Regret, Mourn",deVQLHKpcR36bAMjLcDK
床の間,とこのま,Alcove,dkNXpXyXlGjE2BWkwlqY
曲げる,まげる,"bend, crook, lean",dl3EwHShBlgYyC5utcTL
～省,～しょう,Ministry,dm69eUQ03ROILlLKcYvL
日にち,ひにち,"date, day",dmvzkohF3eJRsJHD5JCH
突っ込む,つっこむ,"plunge into, stick into",do1aoTNLtcljSBarTB9g
面接,めんせつ,Interview,doG2p6Y3lLO4fzP445nJ
係わる,かかわる,Involve in,dofnGF3hQGHPkMcjuSew
機関車,きかんしゃ,"locomotive, engine",dpNcLjxG9abDXVVTDOFg
隔てる,へだてる,Shut out,dqTy60ZnT1Fb958v2BNL
線路,せんろ,Railway track,drj3eUhRf6CUvFJfegPN
見出し,みだし,"Heading, index",dwRgoB33eyFYSq8lxHlv
割算,わりざん,Division,e2FErvFbenD4QVUs5rBp
お邪魔します,おじゃまします,Excuse me for disturbing you,e2rpiSkbDlbK3RfS09F2
加速度,かそくど,acceleration,e4wqRv8HTrIFwaXzRNQC
盛る,もる,Serve (food); fill up; prescribe,e66WS1sP9blVkyBsnrQ7
ゼミ,ゼミ,Seminar,e6iJDlcomLhaIC8Gg1MB
写生,しゃせい,"Sketching, drawing from nature",e8O64vB3SEeO7E3Nm70D
たちまち,たちまち,"instantly, suddenly, all at once",eDgVwWRN6faWpuTwlkDq
下書き,したがき,Draft,eF7tsTBmL5aOz1oNa34j
交替,こうたい,"alternation, relief, change",eFJhuvpQnDse9dXF17GM
～場,～じょう,"Place, Field, Ground",eG44AmgEclQEX8zV55AV
反省,はんせい,"Reflection, reconsideration, regret",eG7CBrRe2tyXeul5nUmT
狙う,ねらう,aim at,eGA9v6bPZbKwxGOy43eH
竹,たけ,Bamboo,eJ3zWHI1cLgQPXIpZcjn
皮肉,ひにく,"cynicism, sarcasm",eLlvPt7yywcaYPchH8Jo
ミシン,ミシン,Sewing machine,eN8EKIPYsaJr9w8KheiZ
構造,こうぞう,"Structure, construction",eOiU6pm4git9kyvePupE
缶詰,かんづめ,Canned goods,eSrVZ7fPMgXGZELGGMkG
目次,もくじ,Table of contents,eVpmypPDJtSxz8SLTomj
～遣い,～づかい,usage of,eXNzKFDiSx3fHeU1LLrk
言い付ける,いいつける,"Tell, order",eYyhSmZ3Jh2V8q3mr77U
重力,じゅうりょく,gravity,ebuWcrro7mIY5lTTjaWD
狡い,ずるい,"Cunning, sly",edMTOuWlA9w5VxGTLlbK
移転,いてん,Relocation,eeAA5RLfB7JjUh6gCH19
混合,こんごう,"Mixing, mixture",ejbD4IjdU2BHhvnnehun
集合,しゅうごう,"gathering, assembly",ekaMaPk2zpIZHT87E3xu
回転,かいてん,"Rotation, turning",etQwjqvhIiLZe0JuVULx
ハンドル,ハンドル,"handle, steering wheel",f0K53b29hOn7azAzo5uH
電力,でんりょく,Electric power,f2ezbBQyDgA2WelSOWiD
どういたしまして (かん),どういたしまして (かん),"You are welcome, don't mention it.",f4guhMLn5VeNlirHTMvK
裏口,うらぐち,Backdoor,f4vgeVjR10lkgkj0e3qH
まぜる,まぜる,"mix, stir",f8TgAgbrLxnC4eDNBo1z
英文,えいぶん,English sentence,fBhMQ9FOEjg5e1XfYIv0
おめでたい,おめでたい,auspicious occasion,fFKIJfID44hCah1Hu3KL
レインコート,レインコート,Raincoat,fGba4W82FXNLCgmJwwmI
～だらけ,～だらけ,full of ~,fIYerRc4UoxxrxwtG9oH
日日,ひにち,Date,fKxFl6aSVPMMq9T41e97
百科事典,ひゃっかじてん,Encyclopedia,fM5YoMWKRbQ4TfvROD53
少なくとも,すくなくとも,at least,fMEjfi1wHPt2wmfKbf03
みじめ,みじめ,"miserable, pitiful, wretched",fOnNld3cRtIAPa8unlhF
背負う,せおう,"Carry on the back, be burdened with",fRIAF6X1KSc19fEq1K7e
噴火,ふんか,Eruption,fUAyxpus5Kzf23qcZd6w
道順,みちじゅん,Route or Itinerary,fVkJZZtAoCWaG0BGHZV6
不運,ふうん,"unlucky, misfortune, bad luck",fVrrNCUG11BndV9KgrIN
始終,しじゅう,"Always, constantly, continuously",fW92oTKXrcGW4O4b94mG
オートメーション,オートメーション,Automation,fXXEReOdwEpblEKPWWJa
文芸,ぶんげい,Literature and art,fYxF7uAkoWBXNRyGgZtP
栓,せん,"stopper, cork, stopcock",fZX3BKoDvSITsH2pKW8U
逆さ,さかさ,"Reverse, upside down",fbh99YhTDzZ7Y7UMA8Ln
明明後日,しあさって,Three days after today.,fdf84szMeLuTvoLd6BKF
話中,はなしちゅう,"Talking during, line busy",fdp0wHU64DFcjDqt4V7T
盆,ぼん,Bon; Festival of the Dead; Tray,ffKqbwtgU3jCoz5HDVGu
矢印,やじるし,Arrow,fgEsW1SntXCO5BiYAmZL
直角,ちょっかく,right angle,fhe4v8nluhtSzlB2xAzQ
神話,しんわ,myth,fiIcLT5UPbpAtR7bi5WR
～長,～ちょう,"Leader, Head",fmUy0OetaYFxDsOHIa9U
～過ぎる,～すぎる,too much,frH355ezKs6zIKpB7beg
新幹線,しんかんせん,Shinkansen Bullet Train,fssToSZfZDpyXF3K0n2o
スタート,スタート,Start,fvNf73AJ1rTljzbh23SN
人通り,ひとどおり,pedestrian traffic,fvRXRNyNPX0VRNHD714d
符号,ふごう,"Sign, mark, symbol",fvpS0ypubIb9PJ40U6cP
巡る,めぐる,go around,fwWVIF1eKfXBefzYkNBd
大層,たいそう,Greatly,fwbtIXKQgOiDQJSkzXP7
整う,ととのう,"To be prepared, to be in order, to be arranged",fzuicbWVVGCrslT92wbE
甘やかす,あまやかす,pamper or spoil,g48bRJZ9g7yNU7OIX6vG
彫る,ほる,"carve, chisel",g5w6mlcLk0kyMmbqeDA3
送別,そうべつ,"Farewell, send-off",gDJjynTR24NiQ3D6Ca2P
矛盾,むじゅん,"Contradiction, Inconsistency",gDwhlVMbtfe9dMqAlML9
肌着,はだぎ,Underwear,gFXH738WIWBhtxxAj1fd
防～,ぼう～,prevention,gHvg2ozDS1mU0xgfBcRo
応接,おうせつ,Reception,gMTQWRe6Z15H3AxcNiWj
包帯,ほうたい,Bandage,gMkAzKufdvGcnQEPHnhL
固まる,かたまる,"Harden, solidify, become firm",gNXa8m04M568aRkZ8LMm
抽象,ちゅうしょう,Abstract,gROtFvH01qmtHbOTYSq6
～車,～しゃ,Car,gT4alRo44161dKGfK7hJ
屑,くず,"Waste, scrap",gWOeehOwYdHxYxzRRKnt
オーケストラ,オーケストラ,Orchestra,gXZxCaFygFKgsVrowDXv
取り出す,とりだす,"take out, pick out",gYFkbtjzAPAffXu52Dck
寝巻,ねまき,Sleepwear,gc22wTVkI1rDDVZTW7pK
～風,～ふう,-style,geraButHKgK2FoLXBZxH
賞金,しょうきん,Prize money,gi6HhVyBAOGJpt0qakAZ
存ずる,ぞんずる,know,gjJ62DDfOGMqU4MHomN3
～前,～ぜん,in front of ~,glVd1UA1ysGIJDFopSRO
行列,ぎょうれつ,"line, procession; matrix",gnXthMcwpd9UMX6J5fPj
塞がる,ふさがる,"Plugged up, shut up",goKvvRNuPOiW453qPHDc
ロビー,ロビー,Lobby,gpAi1jLp3krncBiKYqeg
夫妻,ふさい,"Husband and wife, married couple",gtLnPsL52TOfXYvucDbN
ストップ,ストップ,Stop,gtszobYa9nDlKkZtgZPD
直流,ちょくりゅう,Direct Current,gub1tBwEbUzN8SAtLvU2
薬指,くすりゆび,Ring finger,gvbZ7rEJC1hRnMcECnFv
なにしろ,なにしろ,"At any rate, in any case",gyR2cwR70gO8A2RUOUsE
湯気,ゆげ,Steam,gzTbSZBmhEn36tekRcpm
日課,にっか,Daily routine,h25dKJsfmPyhPkvM7ZR1
出入り,でいり,coming and going,h9dybTBuq3IrAnPXacdN
何とも,なんとも,"Extremely or terribly, not at all",hJUazPl9c15iKDEg8X8P
乾杯,かんぱい,Cheers,hK79v3HGziSMSyotyl8D
大木,たいぼく,Large tree,hLYKBJcQDmAoix4Yzbrh
あぶる,あぶる,"scorch, roast",hMDWGEZjp1phXRRSSn3g
鉱物,こうぶつ,Mineral,hPOQlEr0eUbK1saNO0zg
山林,さんりん,Mountain forest,hPfPM2A3a0kW7tqNfkcU
重点,じゅうてん,"Important point, lay stress on, emphasis",hPj4E0IbZWQfa6BThIWH
一応,いちおう,"tentatively, for the time being",hSilqsdXZzA6D2uTXU6M
ダイヤグラム,ダイヤグラム,Diagram,hY01EM1JRq3LK7xdzXi7
消極的,しょうきょくてき,passive,hYpXTx1KBmoUDQTMv1Fe
宴会,えんかい,Banquet,hb7voa5y5UqX9vG3WwXG
めでたい,めでたい,"auspicious, joyous, happy",hcmugfHnhnZ3bZMirvOp
恋しい,こいしい,"Dear, beloved; to miss",hcnahdxGGlz98QT85QXJ
損得,そんとく,"Loss and gain, advantage and disadvantage",hdVvLSVDHialPv45A1ds
～歩,～ほ,"step, pace",heteXAVdkPpBPIDb3HRr
和英,わえい,Japanese–English,hfeXupI9afLx303VJyaD
お願いします,おねがいします,Please,hjyQC1CK4kgD6jqnRwld
いちいち,いちいち,"one by one, separately",hk3Beg9qBYT1S2uLEvBN
仮名,かな,Kana,hmnwOvc7zQ1ju5HUHTC6
テニスコート,テニスコート,Tennis court,hmqhLdJcfUU3lpIHD9FK
作成,さくせい,"Creation, Preparation",ho8GfVSo4LJuznGoNDo4
風呂敷,ふろしき,"Furoshiki, wrapping cloth",hoP8IGoTASllTgNZFDlp
ふくめる,ふくめる,"include, instruct, make one understand",ht7600N7wpmNZhgKFrSI
森林,しんりん,"forest, woods",htDIhCOgSbonTAGTPRBl
憧れる,あこがれる,"long for, yearn after",htcrYHmAhf5SWJAC9o05
全集,ぜんしゅう,Complete works,hv5PaXe2itJTto1E3TQT
外部,がいぶ,External,hwEeQYck1fsA1cnt6TVF
採る,とる,"adopt, pick",hyRpclsDe6WQ5JvAb4Yv
主語,しゅご,Subject,hzYpj6vuX2W1VSXl2eOj
月給,げっきゅう,Monthly salary,i1FyJQCmpdmU7Zv5cdlF
飽くまで,あくまで,"To the end, to the last, stubbornly",i1TaTyTskLCTsPEJzgyd
余る,あまる,"be left over, be in excess",i2nIjyFXR9cIbD7VDD2B
貨物,かもつ,Cargo freight,i4sLyq4R7ju10IWzCwqG
蛇口,じゃぐち,"Faucet, tap",i88IWOYzMlpYUC2oGQPY
あらわす,あらわす,publish,iBdKlk8UHq34mZLespIo
高～,こう～,High-,iEiGEHymcdRYimOh9h57
幼児,ようじ,"infant, baby, child",iF2D1KAjDQUQ3xmQwzdJ
省～,しょう～,saving or economizing,iG5lqkfhiie8jjKajbrO
憎らしい,にくらしい,"Hateful, odious",iLWEjDkDX1ZFl4So6zfg
荒れる,あれる,"Stormy, rough, ruined",iOhJdVohRPJvJLN9uVAH
敬語,けいご,Honorific language,iSLdMGuTy4HdYVUIJOdU
祭る,まつる,"Enshrine, deify",iTsG5xUfI6IiwQhzV7xI
おかまいなく,おかまいなく,Please don't fuss over me.,iUXQ8gaGyVG6jM35xPOi
伯父さん,おじさん,Uncle ,iXzoMD8XOW7exa76XVZl
乾電池,かんでんち,"Dry cell, battery",ic1awE7WcxmVyB0YHBJe
ぴたり,ぴたり,"exactly, close-fitting",imaEKq3gkB70EmGFwOWX
加速,かそく,Acceleration,inE3EhTEg334GIfJzq9T
ヘリコプター,ヘリコプター,helicopter,ioreZv3ke3Be3rxCto3X
耕地,こうち,Arable land,itr2hSkSuF2cRw4hAThV
スカーフ,スカーフ,Scarf,iu3fNgR9DZD34ZNgnUoe
芯,しん,"core, heart, wick",iusd378QDDRSgC9LCMOO
挟まる,はさまる,"get between, be caught in",iv9zHM7Wnh8sYnHNTr33
役人,やくにん,Government official,j4W54xfbVL3cDlREYhJt
寝台,しんだい,Bed,j6NE9vYcB3MGZlP7AqCu
応ずる,おうずる,"Respond, comply",j6YrxTDSxP6xk9GOVjkK
じゃんけん,じゃんけん,Rock-paper-scissors,jBZ6PZ7MzgYXvA6pGGhT
体積,たいせき,Volume,jDTW23ARuhm8fr5SBG1q
月日,つきひ,"Time, years and days",jFzpJdsUfwVIo4ID1oNf
突き当たり,つきあたり,Dead end,jHBlZfTodm8af5Tadzn9
夕立,ゆうだち,Evening shower,jHfE9foyWmU6Ju0DCsRt
初旬,しょじゅん,early part of the month,jI9clLDMW3uX3Vio3dJX
這う,はう,"Creep, crawl",jICkEzsACtn3iwitIP9k
ずらり,ずらり,"In a row, in a line",jJlJ7MHU7PCOIhp7PGI2
下車,げしゃ,"Alighting, getting off",jM45ia2MDLrrorOj75ZI
～期,～き,Period,jP07hVnmIJLtRC7N3dXY
主人,しゅじん,husband,jP4TAma1kdnYu4vFlKpk
～圏,～けん,"sphere, bloc, area",jPBXKxNCYbuhoK0e1xbv
かび (～がはえる),かび (～がはえる),"Mold, mildew",jU7JWScSUdoMr7jJkAQe
産地,さんち,Producing area,jXvtCwaVQ2yXYRLeetbX
人命,じんめい,Human life,jerYLDhlm10NByqQvalX
何々,なになに,Such and such,jeuq507R9jufS3JJ27Yj
刺さる,ささる,"Stick, be stuck",jhpBaiN4v2ywpFc9Y2ZG
ローマ字,ローマじ,Roman letters,jiiK9rELHtU22duPqy2B
速達,そくたつ,express delivery,jjfvEuJTXnvlYrCSRP3t
引受る,ひきうける,"Undertake, take up, take over",jkTqDx6BVQwXteFQv9vP
接続,せつぞく,"connection, union, join, link",jkZblKNQHFjWMxt2gUwJ
いきなり,いきなり,Suddenly,jlgRn31qpvBRxUIa4Uvt
汁,しる,"Juice, soup",jlmaV9QZ5GOTEBFcOqZi
姿勢,しせい,"Attitude, posture",jm5UTZfS4rhrjgTSoMmT
クリーニング,クリーニング,Dry cleaning,jmFh1AfkRXaWzEiYUbtp
私鉄,してつ,Private railway,jmNbDTAPNlUHOHXSYy2W
思いっ切り,おもいっきり,With all one's might,joTn7TnJl0T10H4gqMCT
金魚,きんぎょ,Goldfish,jrdWHGtD6lX5RnzZubGp
～泊,～はく,night,jw8zeRuywPhTJu8lEgZP
田植え,たうえ,Rice planting,jxUmJBJnOtkP3TwbqU3x
ナイロン,ナイロン,nylon,jxesccqhv1sHQY4QLxJ5
散らかる,ちらかる,To be in disorder,k5YPXLA4puQFqhGciGRk
へそ,へそ,"navel, belly-button",k67gASb0nQVT6ucSdKdc
順序,じゅんじょ,"Order, sequence, procedure",k6uvCL8XCblOT4Gp95SX
せっせと,せっせと,"busily, away",k94lRuwZgZLEushybszx
目印,めじるし,Landmark,kAOroWEIj6CXFsmMpTRg
水滴,すいてき,Water drop,kCO5jPCdJB87jZ1bmExL
蒸気,じょうき,"steam, vapor",kD9J4mhDrxHTAr6GQ4HM
湯飲み,ゆのみ,Teacup,kFw3TmSWUKDir9oYqULE
上～,うわ～,Upper ~,kHszy4H7W9ZrcN9XO8WS
いよいよ,いよいよ,"Finally, increasingly",kLNkX9rVERr2Mcppx43d
空～,くう～,Empty ~,kO9sQk74kQKTdkXG4YIr
掛け算,かけざん,multiplication,kV0gfnuZQWKZlAci5Ya9
払い戻す,はらいもどす,"repay, pay back",kYFwT3sIIzLJ62bSmtWf
万歳,ばんざい,Long live ~! /!/,kYIvk7DOnDK4u5CHwjIm
あみもの,あみもの,"Knitting, Web",kfTvrBNrmwFANXjTTRaI
溶け込む,とけこむ,melt into,kngQ2xvayWxUKQPhfuma
書店,しょてん,Bookshop,kokxAFHmGHKTLO6fgKhE
揃える,そろえる,"Arrange, order",kvPgkWDBMAPbbOnvIhr5
換気,かんき,Ventilation,kxVEnA1Q9kxoiBYT2QJA
シーズン,シーズン,season,kzTV9olZjEoIvA0MWDHa
吐き気,はきけ,Nausea,l09OzYQ9enD2P2op0APo
強気,つよき,"Firm, strong",l0Tk3RXbZoFWI71GkaHv
商社,しょうしゃ,Trading company,l0hyAurJlpuHVi7IDFE5
サークル,サークル,"Circle, club",l11iQRrcsRYIdOicHjwd
鉄砲,てっぽう,Gun,l1rpoKyzr6JoPgfpcJMq
峠,とうげ,"Mountain pass, ridge",l2cJqRKDktfPQANKY11Z
酔っ払い,よっぱらい,Drunkard,l3XxzzJaiGdZkJHWZdyI
～内,～ない,inside of,l4qq6JgOTRq7dniAu6XF
～夜,～や,Nights,l5vIT0nFQjjkPMjT5fi6
街角,まちかど,Street corner,lA6MGBctLz6u0lXc3qFv
留まる,とまる,"To remain, to stay",lAvvkXp4iaU7vlSfQ1j7
省略,しょうりゃく,"Omission, abbreviation, abridgment",lC1LjSOxDUO3O4qQzO8W
～ところ,～ところ,about to do,lC58WGW9i4SIgmEq9pql
方面,ほうめん,"Direction, Area",lE0wjZMXfxRNMbzQQ8lO
整備,せいび,"maintenance, overhaul",lEGlrvrv9QyHqOgo3O1p
垂直,すいちょく,"Vertical, Perpendicular",lEcRe4tAMWTIY9hSaJF1
落着く,おちつく,"calm down, settle down",lKs0B3vPef8CCStELGeR
運河,うんが,Canal,lLasekhb7trbJ3pVfxRJ
ポスター,ポスター,Poster,lNq8wfBqgYrkkrSxIuDR
岬,みさき,Cape,lQk4kuri4074XMaPH7Xp
郵送,ゆうそう,Mailing,lSuXKjsUdCsghjFQMjMH
儀式,ぎしき,"ceremony, rite, ritual",lTrx4yg03qTgOKkeVWQg
見慣れる,みなれる,"become used to seeing, be familiar with",lUR7hrYCIjUVJE1vWiXp
往復,おうふく,round trip,lUUeY4slUMOCeIeqIqI1
日の入り,ひのいり,Sunset,lUVETWpR6IvHsJG35qmk
引っ越し,ひっこし,Moving,lVzscBO28CNfcP1PnoiQ
幼稚,ようち,"Infantile, childish",lW2BCdxjhAG0eGFbdzir
～費,～ひ,Cost of ~,lWNSb1Zrs8CpR5HatjRr
～歌,～か,~ song,lYqQymd9dY1GVb0Dlwqu
そば,そば,"near, close, beside; buckwheat noodle",lapVSdBNgtFj6yxZ34UA
五十音,ごじゅうおん,Gojūon,lavAy3URQ74FYpjDL5Rl
堪える,たえる,"bear, endure, put up with",lcpmr8ik2cuKoOqzF0We
ぼろ,ぼろ,"Rag, tattered clothes",lfnsiIgbLK1kZfztT8gu
過剰,かじょう,"excess, over-[/ˈoʊvər-/",lgeSxNLdpukxXqyU725a
うんと,うんと,"A great deal, very much",ljQxuMeTNHGjBgVSy29v
囁く,ささやく,whisper,lmAQOUpibMRhYKBKAaEk
大分,だいぶん,"Considerably, to a large extent",lobQJxrOcekkmX3jKdiA
可決,かけつ,"Approval, adoption, passage",lr63A8YZiREfzXKpIpvw
ブラウス,ブラウス,blouse,lrDGZsiJ14ssATRsXQ1r
雑巾,ぞうきん,Dust cloth,lrLthSSChfnsY8ru859a
平日,へいじつ,Weekday,lsHhhmwEBZDjojw6afJT
しゃっくり,しゃっくり,Hiccup,lsvC8LQUztOz4DppBYSg
断水,だんすい,Water outage,luSwkjlzmIXX0jwnHidY
外～,がい～,Foreign or external,ludw1aaALgKsms3Nc3cn
生年月日,せいねんがっぴ,Date of birth,lyt68BFEfJsi3JPoPgDY
形式,けいしき,"form, formality, format",m1hRJzwTvmo2Klaqi90E
実感,じっかん,"Realization, actual feeling",m1wvkbGunl95CcyjyqVG
標識,ひょうしき,"Sign, Mark",m23Tq1Bwb6WnTD7pecYL
威張る,いばる,swagger,m3zNt6PyIItSnWYxxbpp
溶かす,とかす,"melt, dissolve",m6ZpOz1mdj8LoyDqL8Zq
～通り,～とおり,"In accordance with, following, street, avenue",m6lsuxqSefZ2s3eUeNQr
焦がす,こがす,"burn, scorch",m927JTTOfO62st0a9U9w
目下,もっか,"at present, now",m9EGGW8Buwq6t8w51z4D
中年,ちゅうねん,middle-aged,m9WlEHlgyF5vP9lKCU51
学力,がくりょく,Academic ability,m9e2oSFt1UFHo2YlFXr9
国王,こくおう,King,mAUu6uE8m2jYGQyywxi6
公衆,こうしゅう,Public,mDLftVd662Q40fiPk90q
～続く,～つづく,"Continue, follow, go on",mGZ5va3sXB9aApeZCm8k
輸血,ゆけつ,Blood transfusion,mH7TLR7J2VDKO4oQita2
図表,ずひょう,"Chart, diagram, graph",mMWrf9VyW1LO1Nt74Vul
小指,こゆび,little finger,mNG3yRVvbG04NKkmymnc
姪,めい,Niece,mTuYFzv6gaUCsIKtqgqG
怠る,おこたる,"neglect, fail",mUcZ47Gzpwiq29fHmoIP
モデル,モデル,Model,mW4zvqdHtHpxr5HB5g8M
～口,～くち,"Opening, entrance, or exit",mXtj8bXU1T5oFeTpnxu8
公共,こうきょう,Public,mhm02yf0tSGV6iGjnhXm
実用,じつよう,"Practical use, utility",mj2G0H3VYR3fU55Z9MnW
表紙,ひょうし,Front cover,mjdfrQRH3GAnoyP37tVq
風船,ふうせん,Balloon,mjvVR07cQ0RmFUbFuN8S
お帰り,おかえり,Welcome back,mkQBP0vkzvFPAgRAzXG3
煉瓦,れんが,Brick,mrs3S1sbhoO6QyTWY2Kj
気を付ける,きをつける,"Be careful, pay attention, take care",mskjul8xpP5ofjP2aB32
はじめまして,はじめまして,Nice to meet you.,muzOtKbFDQGgnpDYfSav
惨めな,みじめな,"miserable, wretched",mvjeEOxcAVPwMT1NmhMJ
司会,しかい,Chairperson or host,mwdPu5oA2s5XRSmc4RPe
しかく しかくい,しかく しかくい,"Square (noun), Square (adjective)",mxf3zGONqy6XseRQVxqb
死体,したい,corpse,mxi73D7PoCh2o6sgwWzk
農産物,のうさんぶつ,Agricultural produce,myX3NEZjlDkbiLgGBgfX
修繕,しゅうぜん,"Repair, mending",n0BjxcaYRFVUF0fb5GH9
直通,ちょくつう,Direct connection,n75S03vznOReTtsi2Z7M
リボン,リボン,Ribbon,n8NH3VXitmgZ6nivdmbe
真っ青,まっさお,"Deep blue, ghastly pale",n8rzUaJ6r1vCP0IJ1EtE
鉢,はち,"Bowl, pot",n92Fm94kZb5LIhmRZbey
